"id_no"|"order_"|"family"|"genus"|"binomial"|"endemic"|"v_range_sqkm"|"r_range_sqkm"|"aoh_92_sqkm"|"aoh_22_sqkm"|"aoh_perc_range"|"aoh_gain_loss_perc"|"ecosystems"|"category"|"threatened"|"habitats"
2802|"Rodentia"|"Cricetidae"|"Bibimys"|"Bibimys labiosus"|NULL|361541.5969362658|361541.60351548565|85387.57578743892|84141.26763849636|23.27291432585915|-0.014595895684462186|"{terrestrial}"|"LC"|NULL|"{1.6}"
2803|"Rodentia"|"Cricetidae"|"Bibimys"|"Bibimys torresi"|True|12372.055226912269|12372.0604402806|5114.892951797182|5459.486672937153|44.127546088946616|0.06737066139749691|"{terrestrial}"|"VU"|True|"{4.6,5.13}"
2814|"Cetartiodactyla"|"Bovidae"|"Bison"|"Bison bonasus"|NULL|24308.86602519281|24308.86650854608|19828.138025268872|20838.95949883132|85.72575562708828|0.050979142482983554|"{terrestrial}"|"NT"|NULL|"{1.1,1.4,14.1,14.2,18,3.3,3.4,4.1,4.4}"
2815|"Cetartiodactyla"|"Bovidae"|"Bison"|"Bison bison"|NULL|140664.72585231886|140665.33257182201|135943.8564802494|136164.86179080553|96.80058284530156|0.0016257101738777911|"{terrestrial}"|"NT"|NULL|"{1.1,1.4,14.1,14.2,1.5,15.7,15.8,15.9,2.1,2.2,3.1,3.3,3.4,3.5,3.8,4.1,4.2,4.4,4.5,4.6,5.12,5.13,5.15,5.3,8.2,8.3}"
2816|"Rodentia"|"Sciuridae"|"Biswamoyopterus"|"Biswamoyopterus biswasi"|True|3759.7522041130132|3759.750569698547|870.6085572785686|865.1193815445827|23.010020625223206|-0.006304987112858742|"{terrestrial}"|"CR"|True|"{1.5}"
2823|"Rodentia"|"Cricetidae"|"Microtus"|"Microtus afghanus"|NULL|409948.3683125805|409948.4123902194|337836.9641307357|338856.2572131533|82.65826796045857|0.003017115326738273|"{terrestrial}"|"LC"|NULL|"{3.4,4.4,8.2}"
2824|"Rodentia"|"Cricetidae"|"Microtus"|"Microtus bucharensis"|NULL|116177.55990718486|116177.1997508149|5476.9932767465825|5467.52475682943|4.7061943036641996|-0.0017287806354177428|"{terrestrial}"|"LC"|NULL|"{3.4}"
2825|"Eulipotyphla"|"Soricidae"|"Blarinella"|"Blarinella wardi"|NULL|114888.34083935937|114888.33000441547|56827.247982577566|60809.99757272501|52.92965575388546|0.07008520967562078|"{terrestrial}"|"LC"|NULL|"{1.4,1.9}"
2827|"Rodentia"|"Cricetidae"|"Blarinomys"|"Blarinomys breviceps"|NULL|437005.3852472921|437005.3212770775|122306.74796483917|123684.05145008222|28.302641965236386|0.01126105883903471|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
2828|"Cetartiodactyla"|"Cervidae"|"Blastocerus"|"Blastocerus dichotomus"|NULL|434769.9223106384|434769.9037865656|200955.19953310813|208742.81496547957|48.012250421996605|0.038752992957957304|"{terrestrial,freshwater}"|"VU"|True|"{2.2,3.5,3.6,5.4,5.6,5.7,5.8}"
2857|"Rodentia"|"Cricetidae"|"Necromys"|"Necromys amoenus"|NULL|164451.93941026763|164451.85869403867|90309.54245244649|90018.6024737345|54.73857406574732|-0.0032215862334280866|"{terrestrial}"|"LC"|NULL|"{14.1,3.7,4.7}"
2858|"Rodentia"|"Cricetidae"|"Necromys"|"Necromys lactens"|NULL|163780.61573334306|163780.52545326357|56715.79215220455|56995.79483184985|34.80010500278568|0.004936943821464696|"{terrestrial}"|"LC"|NULL|"{14.4,3.7,4.7}"
2859|"Rodentia"|"Cricetidae"|"Necromys"|"Necromys lasiurus"|NULL|5616835.722083813|5616833.877601855|3791966.201231008|3616038.2525025546|64.37858642966393|-0.04639491477306439|"{terrestrial}"|"LC"|NULL|"{14.6,1.6,2.1,4.5}"
2860|"Rodentia"|"Cricetidae"|"Necromys"|"Necromys obscurus"|NULL|45308.91282643772|45309.10852717685|11309.379114141795|11366.813104103036|25.08725833192041|0.005078438823349928|"{terrestrial}"|"LC"|NULL|"{4.4,4.6,5.4}"
2862|"Rodentia"|"Cricetidae"|"Necromys"|"Necromys temchuki"|True|104125.8597764416|104125.86400952422|51738.08484725713|43758.15096957836|42.02428607514448|-0.15423713307590323|"{terrestrial}"|"LC"|NULL|"{1.4,4.4}"
2888|"Cetartiodactyla"|"Bovidae"|"Bos"|"Bos javanicus"|NULL|156352.29715778257|156352.35253877984|102272.85854311648|94893.08501150481|60.691817852864496|-0.0721576930256671|"{terrestrial}"|"EN"|True|"{1.5,1.6,1.8,1.9,4.6,4.7}"
2891|"Cetartiodactyla"|"Bovidae"|"Bos"|"Bos gaurus"|NULL|1370056.1722298376|1370056.5767005847|1128854.035634638|1164350.1126667|84.98554968224205|0.03144434613471193|"{terrestrial}"|"VU"|True|"{14.1,14.2,14.3,14.6,1.5,1.6,1.9,2.2,3,4.5,4.6}"
2892|"Cetartiodactyla"|"Bovidae"|"Bos"|"Bos mutus"|NULL|469474.528378569|469475.08462421456|444228.1717953216|443019.69661983725|94.3649005302266|-0.0027203929246549007|"{terrestrial}"|"VU"|True|"{4.4,8.3}"
2893|"Cetartiodactyla"|"Bovidae"|"Boselaphus"|"Boselaphus tragocamelus"|NULL|2289575.4406035664|2289580.688025118|1938809.0476299985|1910469.3448717534|83.44188762876195|-0.014617067520335559|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,1.5,3.5,4.5}"
2957|"Rodentia"|"Muridae"|"Brachiones"|"Brachiones przewalskii"|True|861709.7011530176|861710.078145366|677673.5028338791|663850.1211319102|77.03868597669135|-0.020398291572803942|"{terrestrial}"|"LC"|NULL|"{8.3}"
2963|"Lagomorpha"|"Leporidae"|"Brachylagus"|"Brachylagus idahoensis"|True|480347.1334307622|480346.9494318504|350853.7619616628|345612.93302063155|71.9506876080756|-0.014937359975076737|"{terrestrial}"|"LC"|NULL|"{14.1,3.4,8.2}"
2982|"Chiroptera"|"Phyllostomidae"|"Brachyphylla"|"Brachyphylla cavernarum"|NULL|14910.393597531878|14910.445185648645|8125.039431888792|8280.591257904736|55.535506517772085|0.019144747212603227|"{terrestrial}"|"LC"|NULL|"{14,1.5,1.6,7.1}"
2991|"Rodentia"|"Nesomyidae"|"Brachytarsomys"|"Brachytarsomys albicauda"|True|64737.89276638404|64737.88968592876|44137.8777795962|38468.138822055414|59.42136669681517|-0.1284551782451525|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
2993|"Primates"|"Atelidae"|"Brachyteles"|"Brachyteles arachnoides"|True|73238.39973216385|73238.40391528243|34990.05859813369|34262.56427362954|46.78223779052083|-0.020791457735453857|"{terrestrial}"|"CR"|True|"{1.9}"
2994|"Primates"|"Atelidae"|"Brachyteles"|"Brachyteles hypoxanthus"|True|96657.37377001253|96657.34610172328|13651.342661629116|17080.868991882184|17.67156836057353|0.25122263906631703|"{terrestrial}"|"CR"|True|"{1.6,1.9}"
2997|"Rodentia"|"Nesomyidae"|"Brachyuromys"|"Brachyuromys betsileoensis"|True|42771.17042368286|42771.16894536164|21694.781117038678|17807.713487633348|41.634853399452204|-0.17917063133457933|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,15.7,1.9,3.7,4.7,5.4}"
2998|"Rodentia"|"Nesomyidae"|"Brachyuromys"|"Brachyuromys ramirohitra"|True|68432.8092267712|68432.80683277757|42701.09916365749|37551.468662398474|54.87348890154288|-0.12059714157526463|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
3036|"Pilosa"|"Bradypodidae"|"Bradypus"|"Bradypus torquatus"|True|80092.47955589692|80092.49312975656|37922.6323293274|41150.65643943518|51.37891808757615|0.08512130914528816|"{terrestrial}"|"VU"|True|"{14.3,1.5,1.6}"
3037|"Pilosa"|"Bradypodidae"|"Bradypus"|"Bradypus tridactylus"|NULL|1043275.6250066059|1043275.7643696994|934221.2897613776|912935.2362809252|87.50660826789932|-0.022784808817501213|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
3038|"Pilosa"|"Bradypodidae"|"Bradypus"|"Bradypus variegatus"|NULL|10099730.25496091|10099727.24489409|6101651.237726532|5716080.44147168|56.59638426732207|-0.0631912217255005|"{terrestrial}"|"LC"|NULL|"{14.3,1.6,1.7,1.8,1.9}"
3126|"Cetartiodactyla"|"Bovidae"|"Bubalus"|"Bubalus depressicornis"|True|101163.0225657803|101163.0121978141|81949.66762898104|78312.89966070864|77.41258189067725|-0.0443780685571234|"{terrestrial}"|"EN"|True|"{1.6,1.7,1.8,1.9}"
3127|"Cetartiodactyla"|"Bovidae"|"Bubalus"|"Bubalus mindorensis"|True|72.15615811938187|72.15625436170998|8.891996555097|11.203419150411|15.52660853797885|0.2599441622578074|"{terrestrial}"|"CR"|True|"{1.6,1.9,3.6,4.6,4.7}"
3128|"Cetartiodactyla"|"Bovidae"|"Bubalus"|"Bubalus quarlesi"|True|70020.41253669931|70020.404418249|52400.669035989464|51718.873210321064|73.86257425962806|-0.013011204593592753|"{terrestrial}"|"EN"|True|"{1.6,1.9}"
3129|"Cetartiodactyla"|"Bovidae"|"Bubalus"|"Bubalus arnee"|NULL|12949.344230099268|12949.345795516958|10366.344039742564|10733.416884281933|82.88771536240715|0.0354100580814299|"{terrestrial,freshwater}"|"EN"|True|"{1.5,1.6,1.8,2.2,4.5,4.6,5.1,5.2,5.4,5.5,5.6,5.7,5.8}"
3160|"Cetartiodactyla"|"Bovidae"|"Budorcas"|"Budorcas taxicolor"|NULL|440393.4006547319|440393.41173754935|335877.7993801873|337581.57880042563|76.65454791172172|0.005072616955876244|"{terrestrial}"|"VU"|True|"{1.4,1.9,3.4,3.6,4.4,4.7}"
3322|"Rodentia"|"Muridae"|"Bullimus"|"Bullimus bagobus"|True|69457.71071529627|69457.93816367064|26968.385831164695|27687.49876024933|39.862252598121366|0.02666503414726546|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
3323|"Rodentia"|"Muridae"|"Bullimus"|"Bullimus luzonicus"|True|38313.060562846214|38313.069207990426|27355.84676490999|27146.250220602582|70.85376030104386|-0.007661855474942336|"{terrestrial}"|"LC"|NULL|"{14.6,1.6,1.9,3.6}"
3326|"Lagomorpha"|"Leporidae"|"Bunolagus"|"Bunolagus monticularis"|True|45477.33123147572|45477.283254115915|30105.012370224744|30131.0556557389|66.25517950879771|0.0008650813756154874|"{terrestrial}"|"CR"|True|"{3.5}"
3327|"Rodentia"|"Muridae"|"Bunomys"|"Bunomys andrewsi"|True|117008.36451031746|117008.35902066428|63644.19716587778|63362.85533059865|54.152417708386494|-0.0044205418216818285|"{terrestrial}"|"LC"|NULL|"{1.6,1.9,3.6}"
3328|"Rodentia"|"Muridae"|"Bunomys"|"Bunomys chrysocomus"|True|169330.62130979585|169330.59896686746|103466.48024604039|99265.2788105499|58.62217426513262|-0.040604468476168734|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
3329|"Rodentia"|"Muridae"|"Bunomys"|"Bunomys coelestis"|True|133.35282162134595|133.35286448288701|111.12722741067502|101.29109570384199|75.95719529282442|-0.08851234693801205|"{terrestrial}"|"EN"|True|"{1.9}"
3330|"Rodentia"|"Muridae"|"Bunomys"|"Bunomys fratrorum"|True|7083.340723230342|7083.3408138022805|5010.559826870562|4532.8040713018645|63.992460485163235|-0.09534977568905477|"{terrestrial}"|"VU"|True|"{1.6,1.9}"
3332|"Rodentia"|"Muridae"|"Bunomys"|"Bunomys penitus"|True|4215.0864543672515|4215.086331047121|3510.1015704571023|3485.165589696679|82.68313661871989|-0.0071040624494452965|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
3333|"Rodentia"|"Muridae"|"Bunomys"|"Bunomys prolatus"|True|781.6218363265626|781.6218199004691|764.151085608303|741.838094029816|94.91010551935219|-0.029199711940112845|"{terrestrial}"|"EN"|True|"{1.9}"
3339|"Diprotodontia"|"Burramyidae"|"Burramys"|"Burramys parvus"|True|1198.0395534496074|1198.039366626839|55.17951069974|60.843780997412|5.078612831289658|0.10265169491071052|"{terrestrial}"|"CR"|True|"{3.7}"
3412|"Cingulata"|"Chlamyphoridae"|"Cabassous"|"Cabassous centralis"|NULL|753503.4490936969|753503.5001278443|489330.18601691886|480670.6818826704|63.79143319189847|-0.017696648156402657|"{terrestrial}"|"DD"|NULL|"{1.5,1.6,1.9,2.1,2.2,3.5,3.6}"
3413|"Cingulata"|"Chlamyphoridae"|"Cabassous"|"Cabassous chacoensis"|NULL|478743.79131850123|478743.9248932127|226271.0219207852|212905.1772195716|44.471619617327086|-0.05907006822063504|"{terrestrial}"|"NT"|NULL|"{1.5,2.1,3.5}"
3414|"Cingulata"|"Chlamyphoridae"|"Cabassous"|"Cabassous tatouay"|NULL|2538424.793546639|2538424.2403190155|1682269.850132886|1663551.4824272622|65.53480919399809|-0.01112685203515075|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,14.3,14.6,1.5,1.6,4.4,4.5}"
3415|"Cingulata"|"Chlamyphoridae"|"Cabassous"|"Cabassous unicinctus"|NULL|9760782.234622244|9760779.811709706|7651576.490337666|7229555.312581448|74.06739473733825|-0.055154800881771535|"{terrestrial}"|"LC"|NULL|"{14.2,14.3,1.6,1.9,3.5,3.6,4.5,4.6}"
3416|"Primates"|"Pitheciidae"|"Cacajao"|"Cacajao calvus"|NULL|210955.0654231577|210955.07003099273|207651.35929705843|204404.70188361072|96.89489892496081|-0.01563513681989995|"{terrestrial}"|"VU"|True|"{1.6,1.8}"
3519|"Afrosoricida"|"Chrysochloridae"|"Calcochloris"|"Calcochloris obtusirostris"|NULL|115470.17809574827|115470.24443880224|113118.61343001571|113503.74613128982|98.29696532031276|0.0034046801812363404|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,14.3,14.4,14.5,14.6,1.5,1.6,2.1,2.2}"
3549|"Primates"|"Pitheciidae"|"Plecturocebus"|"Plecturocebus dubius"|NULL|122422.06175052756|122422.03157102791|116940.77207216044|103091.37292989185|84.20982041135248|-0.11843088511270106|"{terrestrial}"|"LC"|NULL|"{1.6}"
3553|"Primates"|"Pitheciidae"|"Plecturocebus"|"Plecturocebus oenanthe"|True|9088.387424423883|9088.387584710406|8129.957097228076|6908.204087839685|76.01132790002825|-0.1502779159566476|"{terrestrial}"|"CR"|True|"{1.5,1.6,1.8,1.9}"
3554|"Primates"|"Pitheciidae"|"Plecturocebus"|"Plecturocebus olallae"|True|677.408957038348|677.4085645790067|104.479976070947|103.74423388940798|15.314868945284527|-0.007041944391712141|"{terrestrial}"|"CR"|True|"{1.5,2.1}"
3555|"Primates"|"Pitheciidae"|"Callicebus"|"Callicebus personatus"|True|142975.25749146397|142975.24350535468|20625.362812314594|26131.95424791339|18.277258081350777|0.26698155497710935|"{terrestrial}"|"VU"|True|"{1.6}"
3564|"Primates"|"Callitrichidae"|"Callimico"|"Callimico goeldii"|NULL|602349.9988546711|602349.9339940451|574320.9097770508|560996.4213120322|93.13463647155945|-0.02320042373207551|"{terrestrial}"|"VU"|True|"{1.6}"
3570|"Primates"|"Callitrichidae"|"Callithrix"|"Callithrix aurita"|True|159621.59225344722|159621.63948109932|38497.82529916894|41129.6662289294|25.76697392824332|0.06836336622415087|"{terrestrial}"|"EN"|True|"{1.6,1.9}"
3571|"Primates"|"Callitrichidae"|"Callithrix"|"Callithrix flaviceps"|True|24731.650098140937|24731.653099837557|3522.9112558240736|4446.3166982221455|17.978243024326385|0.2621143069872961|"{terrestrial}"|"CR"|True|"{1.6,1.9}"
3572|"Primates"|"Callitrichidae"|"Callithrix"|"Callithrix geoffroyi"|True|124975.1467917507|124975.05453067168|84005.6817865353|85508.4571616688|68.42041996523643|0.017888973021517467|"{terrestrial}"|"LC"|NULL|"{1.6,1.9,2.1}"
3575|"Primates"|"Callitrichidae"|"Callithrix"|"Callithrix kuhlii"|True|45692.55644342216|45692.632955193105|15760.92013858198|16908.959478958484|37.005876845704364|0.07284088303741602|"{terrestrial}"|"VU"|True|"{14.3,1.5,1.6,1.9}"
3590|"Carnivora"|"Otariidae"|"Callorhinus"|"Callorhinus ursinus"|NULL|16945556.174141318|16945587.455787502|16933148.48693693|16933096.252884492|99.92628639794519|-3.0847218093306665e-06|"{marine,terrestrial}"|"VU"|True|"{10.1,12.1,13.1,9.1}"
3591|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus adamsi"|NULL|97681.41376390483|97681.41287915423|69354.99509128775|61724.12757205443|63.18922480003021|-0.11002621381761009|"{terrestrial}"|"NT"|NULL|"{1.6}"
3592|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus albescens"|True|58799.62584158543|58799.67383536631|36246.88318125129|36637.35971110372|62.30878051073033|0.010772692589866881|"{terrestrial}"|"DD"|NULL|"{1.6,1.7,3.6}"
3593|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus baluensis"|NULL|51139.19082889167|51139.191278515456|45479.09651869646|44565.120009643666|87.14474925294002|-0.020096628539598597|"{terrestrial}"|"LC"|NULL|"{1.6,1.9}"
3594|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus caniceps"|NULL|632299.9527942892|632300.1064370114|296674.43189298053|282036.19427578757|44.604799430613966|-0.049341082491643304|"{terrestrial}"|"LC"|NULL|"{14.4,1.6,1.9,3.6}"
3595|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus erythraeus"|NULL|3996540.330196452|3996541.272761112|1891417.043221778|1781858.9061261136|44.5850245128351|-0.05792383942414236|"{terrestrial}"|"LC"|NULL|"{1.4,1.6,1.9,3.6}"
3596|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus finlaysonii"|NULL|720063.0222653667|720063.323403006|271981.3603716128|254444.56999897084|35.336415802497825|-0.06447791256239462|"{terrestrial}"|"LC"|NULL|"{14.3,14.4,14.5,14.6,1.5,1.6,1.8,1.9,3.6,5.1}"
3597|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus inornatus"|NULL|309640.5401759332|309640.5932273306|217876.63658552902|208340.74450191832|67.28470008742026|-0.04376739164443323|"{terrestrial}"|"LC"|NULL|"{14.3,14.4,14.6,1.6,1.9,3.6}"
3598|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus melanogaster"|True|6006.410284480986|6006.409185989533|4947.151959125646|4939.938170138193|82.24444950672066|-0.0014581700839300536|"{terrestrial}"|"VU"|True|"{1.6}"
3599|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus nigrovittatus"|NULL|708577.0357349168|708576.9346728907|378518.15047176596|356930.51394258766|50.37286658326834|-0.057031971920692724|"{terrestrial}"|"LC"|NULL|"{14.1,14.3,1.6,1.9,3.6}"
3600|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus notatus"|NULL|1495660.0723277614|1495659.936589753|1350638.4126830036|1334458.2255708268|89.22203456311858|-0.011979658626793625|"{terrestrial}"|"LC"|NULL|"{14.3,14.4,14.5,14.6,1.6,1.7,1.8,3.5,3.6,5.3}"
3601|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus orestes"|NULL|50504.4098292938|50504.410331844956|47419.417521373165|46614.53073862278|92.29794077851166|-0.016973780464249737|"{terrestrial}"|"LC"|NULL|"{1.9}"
3602|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus phayrei"|NULL|153745.81235103228|153745.82930047353|64233.350665169986|67611.25351975067|43.97599195202522|0.05258799081163798|"{terrestrial}"|"LC"|NULL|"{14.1,14.3,1.6}"
3603|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus prevostii"|NULL|1313801.6920755007|1313801.6712292302|1142418.1722428647|1122327.925584744|85.42597792059908|-0.01758572048856539|"{terrestrial}"|"LC"|NULL|"{14.3,14.4,1.6}"
3604|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus pygerythrus"|NULL|587611.7480872746|587611.8610079052|302476.3722615645|288387.3152222526|49.07785808264563|-0.046579033376955584|"{terrestrial}"|"LC"|NULL|"{14.3,14.4,14.5,1.6,1.9,3.6}"
3605|"Rodentia"|"Sciuridae"|"Callosciurus"|"Callosciurus quinquestriatus"|NULL|40861.25876468265|40861.26159249664|23190.833501038513|24443.948526708926|59.821815514373576|0.0540349283096831|"{terrestrial}"|"LC"|NULL|"{1.4,1.9}"
3609|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys boliviae"|NULL|129667.78952282632|129667.69789010804|55534.20793617525|53977.256832067236|41.6273734402321|-0.02803589286620231|"{terrestrial}"|"LC"|NULL|"{1.9}"
3610|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys callidus"|True|55944.14958619835|55944.0767115248|14583.008171615704|12299.313275154398|21.985014318094322|-0.1565997131446637|"{terrestrial}"|"LC"|NULL|"{3.5}"
3611|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys callosus"|NULL|3145730.4415840236|3145729.5585416974|1969133.2997221744|2069641.177386447|65.79208857184452|0.0510416829975164|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,14.4,14.6,3.5,3.6,4.5,4.6}"
3612|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys hummelincki"|NULL|312459.478632694|312459.5864856419|174780.71629738912|172289.8782912146|55.139891922993264|-0.014251217519536622|"{terrestrial}"|"LC"|NULL|"{14.2,2.1,4.5}"
3613|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys laucha"|NULL|1437905.9143154323|1437905.9609924378|974834.3858632871|969165.2563346077|67.40115714282825|-0.0058154796454568955|"{terrestrial}"|"LC"|NULL|"{14.1,14.3,14.6,1.5,3.5,4.5}"
3614|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys lepidus"|NULL|584193.9641438341|584193.9122454731|287111.17578382476|279384.7926942861|47.82398221515377|-0.026910770952908173|"{terrestrial}"|"LC"|NULL|"{4.7,6}"
3615|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys musculinus"|NULL|2024396.6464639287|2024393.1352471164|1114046.8013765928|1157399.857388666|57.172682382534504|0.0389149324413508|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,3.5}"
3616|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys sorellus"|True|244095.59569745185|244095.52189564623|181943.88439987422|179822.73410136747|73.66900166986424|-0.011658266533679741|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,14.5,1.9,3.7,4.7}"
3617|"Rodentia"|"Cricetidae"|"Calomys"|"Calomys tener"|NULL|1710366.3325969488|1710365.6140287325|1277142.5130896876|1250126.7881668543|73.0912021332214|-0.021153257875251765|"{terrestrial}"|"LC"|NULL|"{14.1,14.2,14.5,14.6,3.5,4.5}"
3618|"Rodentia"|"Calomyscidae"|"Calomyscus"|"Calomyscus bailwardi"|True|185866.64308398342|185866.91833378433|73254.01233491604|72482.38094057814|38.99692403056498|-0.010533639997902387|"{terrestrial}"|"LC"|NULL|"{3.5,6}"
3619|"Rodentia"|"Calomyscidae"|"Calomyscus"|"Calomyscus baluchi"|NULL|426523.9187446687|426523.9788589082|303457.48562446696|300210.1185589552|70.38528510451299|-0.01070122577081662|"{terrestrial}"|"LC"|NULL|"{3.5,4.5,6}"
3620|"Rodentia"|"Calomyscidae"|"Calomyscus"|"Calomyscus hotsoni"|NULL|141121.2474509218|141121.30045796168|138410.48373660698|137471.6406236369|97.41381363232833|-0.006783034692348125|"{terrestrial}"|"LC"|NULL|"{3.5,4.5,6}"
3621|"Rodentia"|"Calomyscidae"|"Calomyscus"|"Calomyscus mystax"|NULL|208470.68839124567|208470.32494051763|16894.5702721871|17777.033078536628|8.527368623620129|0.0522335159836705|"{terrestrial}"|"LC"|NULL|"{4.4}"
3622|"Rodentia"|"Calomyscidae"|"Calomyscus"|"Calomyscus tsolovi"|True|33.277840311648454|33.277882952153|7.617334671654|7.617371456662999|22.89019246691645|4.829118134537952e-06|"{terrestrial}"|"DD"|NULL|"{3.5,6,8.1}"
3623|"Rodentia"|"Calomyscidae"|"Calomyscus"|"Calomyscus urartensis"|NULL|4812.3100451846|4812.314068864139|1321.0982061799148|1201.9490036590312|24.976528681610546|-0.09018951200109128|"{terrestrial}"|"LC"|NULL|"{3.4,4.4,6}"
3648|"Didelphimorphia"|"Didelphidae"|"Caluromys"|"Caluromys lanatus"|NULL|5109577.245096743|5109578.327293731|3481246.061472916|3335080.820770869|65.27115560507087|-0.04198647211975716|"{terrestrial}"|"LC"|NULL|"{14.2,14.3,1.6,1.8,1.9}"
3649|"Didelphimorphia"|"Didelphidae"|"Caluromys"|"Caluromys philander"|NULL|3707255.6672774353|3707255.3164628325|2263948.6953271925|2047772.4312482812|55.23688703485635|-0.09548637940652138|"{terrestrial}"|"LC"|NULL|"{14.3,1.6}"
3650|"Didelphimorphia"|"Didelphidae"|"Caluromys"|"Caluromys derbianus"|NULL|792251.3232979862|792251.4376458623|616756.5587408514|601171.2269344606|75.88136775375409|-0.02526982743111682|"{terrestrial}"|"LC"|NULL|"{14.3,14.4,1.6,1.9}"
3651|"Didelphimorphia"|"Didelphidae"|"Caluromysiops"|"Caluromysiops irrupta"|NULL|182305.42314560316|182305.3861832084|170734.02709337074|152140.9713568506|83.4539091477835|-0.10890070393731172|"{terrestrial}"|"LC"|NULL|"{1.6}"
3745|"Carnivora"|"Canidae"|"Canis"|"Canis latrans"|NULL|14907534.203287873|14907530.918717235|13128427.970529996|13122991.120788112|88.02927320654734|-0.0004141280093921321|"{terrestrial}"|"LC"|NULL|"{1.1,1.4,14.1,14.2,14.5,1.5,3.4,3.5,4.4,4.5,4.7,8.2}"
3746|"Carnivora"|"Canidae"|"Canis"|"Canis lupus"|NULL|55647035.706165634|55647114.3515089|42896749.733751416|42205872.81813306|75.8455731442409|-0.0161055772268631|"{terrestrial}"|"LC"|NULL|"{1.1,1.2,1.4,14.2,1.5,3.1,3.4,3.5,4.1,4.2,4.4,5.10,5.4,6,8.1,8.2}"
3747|"Carnivora"|"Canidae"|"Canis"|"Canis rufus"|True|916.6389241153443|916.6387847855981|145.25794996698605|161.67745676280703|17.638077228057004|0.11303688919988733|"{terrestrial}"|"CR"|True|"{1.4,14.1,14.2,3.4,5.4}"
3748|"Carnivora"|"Canidae"|"Canis"|"Canis simensis"|True|6133.170383118584|6133.173973474687|2096.8341141977057|1886.1008429316653|30.75244320622319|-0.10050068807978717|"{terrestrial}"|"EN"|True|"{3.7,4.7,5.11,6}"
3753|"Carnivora"|"Canidae"|"Canis"|"Canis adustus"|NULL|10712913.927410373|10712914.503775967|9334530.686084408|9357882.25938524|87.3514136240598|0.002501633353205719|"{terrestrial}"|"LC"|NULL|"{14.1,14.5,1.5,1.6,2.1,3.5,3.7,4.5,5.4}"
3755|"Carnivora"|"Canidae"|"Canis"|"Canis mesomelas"|NULL|6453565.713371531|6453566.387966475|5665799.109751647|5635188.818832614|87.31898736395067|-0.005402643179908763|"{terrestrial}"|"LC"|NULL|"{12.3,14.1,14.2,1.5,2.1,3.5,3.7,4.5,4.7,8.1}"
3759|"Rodentia"|"Spalacidae"|"Cannomys"|"Cannomys badius"|NULL|1043836.8029780632|1043836.9554447315|326796.13166096737|337952.242629434|32.37596071557439|0.03413783055437282|"{terrestrial}"|"LC"|NULL|"{1.4,14.3,1.6,1.9}"
3760|"Rodentia"|"Cricetidae"|"Cansumys"|"Cansumys canus"|True|160978.50836039733|160978.49582300853|32795.50393912808|34814.73201912401|21.626945786225917|0.06157027145378912|"{terrestrial}"|"LC"|NULL|"{1.4}"
3786|"Cetartiodactyla"|"Bovidae"|"Capra"|"Capra aegagrus"|NULL|1168168.5650264646|1168167.468388049|786002.3210966918|758929.0010682757|64.96748296847538|-0.034444325801279194|"{terrestrial}"|"NT"|NULL|"{1.4,3.4,3.5,3.8,4.4,6,8.1}"
